TrainingType,BrainTypeVegan,SurvivorPercentageVegan,SurvivorAvgAgeVegan,BrainTypeCarnivore,SurvivorPercentageCarnivore,SurvivorAvgAgeCarnivore
veg_PPO__carn_SAC,PPO,0.900000000,9350.634000000,SAC,0.133333340,5816.333500000
veg_PPO__carn_SAC,PPO,0.966666639,9779.866000000,SAC,0.133333340,5998.467000000
veg_PPO__carn_SAC,PPO,1.000000000,10000.000000000,SAC,0.266666681,7816.133300000
veg_PPO__carn_SAC,PPO,1.000000000,10000.000000000,SAC,0.200000000,6769.933000000
veg_PPO__carn_SAC,PPO,1.000000000,10000.000000000,SAC,0.133333340,5301.600000000
veg_PPO__carn_SAC,PPO,0.966666639,9777.667000000,SAC,0.266666681,7102.266600000
veg_PPO__carn_SAC,PPO,0.900000000,9277.134000000,SAC,0.133333340,5575.933000000
veg_PPO__carn_SAC,PPO,0.933333337,9698.333000000,SAC,0.400000000,7513.266600000
veg_PPO__carn_SAC,PPO,0.900000000,9639.267000000,SAC,0.400000000,8096.600000000
veg_PPO__carn_SAC,PPO,0.933333337,9657.767000000,SAC,0.266666681,6270.266600000
veg_PPO__carn_SAC,PPO,0.866666700,8877.400000000,SAC,0.200000000,6823.866700000
veg_PPO__carn_SAC,PPO,0.933333337,9730.566000000,SAC,0.333333343,7708.600000000
veg_PPO__carn_SAC,PPO,0.933333337,9539.267000000,SAC,0.066666670,5893.067000000
veg_PPO__carn_SAC,PPO,0.966666639,9742.900000000,SAC,0.666666700,8513.733000000
veg_PPO__carn_SAC,PPO,1.000000000,10000.000000000,SAC,0.200000000,6445.067000000
veg_PPO__carn_SAC,PPO,0.933333337,9517.967000000,SAC,0.200000000,7042.067000000
veg_PPO__carn_SAC,PPO,0.933333337,9571.467000000,SAC,0.066666670,5098.400000000
veg_PPO__carn_SAC,PPO,1.000000000,10000.000000000,SAC,0.066666670,5159.600000000
veg_PPO__carn_SAC,PPO,0.933333337,9679.400000000,SAC,0.133333340,6308.467000000
veg_PPO__carn_SAC,PPO,0.866666700,8858.667000000,SAC,0.133333340,5100.333500000
veg_PPO__carn_SAC,PPO,0.866666700,9347.200000000,SAC,0.466666669,7729.933000000
veg_PPO__carn_SAC,PPO,0.933333337,9551.967000000,SAC,0.266666681,7175.600000000
veg_PPO__carn_SAC,PPO,0.966666639,9801.600000000,SAC,0.266666681,5751.866700000
veg_PPO__carn_SAC,PPO,1.000000000,10000.000000000,SAC,0.266666681,7820.800000000
veg_PPO__carn_SAC,PPO,0.866666700,9083.134000000,SAC,0.200000000,7285.200000000
veg_PPO__carn_SAC,PPO,0.966666639,9752.400000000,SAC,0.200000000,7115.400000000
veg_PPO__carn_SAC,PPO,0.900000000,9168.967000000,SAC,0.066666670,5400.400000000
veg_PPO__carn_SAC,PPO,0.966666639,9907.500000000,SAC,0.066666670,5442.333500000
veg_PPO__carn_SAC,PPO,0.933333337,9661.533000000,SAC,0.266666681,6078.600000000
veg_PPO__carn_SAC,PPO,0.966666639,9885.833000000,SAC,0.133333340,6920.666500000
veg_PPO__carn_SAC,PPO,0.900000000,9441.000000000,SAC,0.066666670,5825.067000000
veg_SAC__carn_POCA,SAC,0.566666663,7763.700000000,POCA,0.666666700,8753.667000000
veg_SAC__carn_POCA,SAC,0.533333361,7469.300000000,POCA,1.000000000,10000.000000000
veg_SAC__carn_POCA,SAC,0.633333300,7346.300000000,POCA,0.600000000,8702.733000000
veg_SAC__carn_POCA,SAC,0.666666700,8762.333000000,POCA,0.666666700,8766.467000000
veg_SAC__carn_POCA,SAC,0.433333337,7091.300000000,POCA,0.800000000,9609.200000000
veg_SAC__carn_POCA,SAC,0.400000000,6039.333500000,POCA,0.733333349,8615.333000000
veg_SAC__carn_POCA,SAC,0.533333361,7314.900000000,POCA,0.866666700,9307.333000000
veg_SAC__carn_POCA,SAC,0.566666663,7353.900000000,POCA,0.400000000,7468.200000000
veg_SAC__carn_POCA,SAC,0.566666663,7668.033000000,POCA,0.600000000,8107.800000000
veg_SAC__carn_POCA,SAC,0.533333361,7031.133300000,POCA,0.666666700,8704.134000000
veg_SAC__carn_POCA,SAC,0.600000000,7269.266600000,POCA,0.533333361,8630.600000000
veg_SAC__carn_POCA,SAC,0.600000000,7840.900000000,POCA,0.866666700,9563.733000000
veg_SAC__carn_POCA,SAC,0.633333300,8127.033000000,POCA,0.733333349,8673.467000000
veg_SAC__carn_POCA,SAC,0.600000000,7823.166500000,POCA,0.333333343,7600.800000000
veg_SAC__carn_POCA,SAC,0.633333300,8624.967000000,POCA,0.733333349,9115.333000000
veg_SAC__carn_POCA,SAC,0.566666663,7660.700000000,POCA,0.800000000,8574.400000000
veg_SAC__carn_POCA,SAC,0.566666663,7782.400000000,POCA,0.666666700,8954.800000000
veg_SAC__carn_POCA,SAC,0.600000000,8041.433000000,POCA,0.600000000,9035.200000000
veg_SAC__carn_POCA,SAC,0.500000000,7355.567000000,POCA,0.866666700,9908.467000000
veg_SAC__carn_POCA,SAC,0.500000000,7340.000000000,POCA,0.666666700,8486.733000000
veg_SAC__carn_POCA,SAC,0.566666663,8036.067000000,POCA,0.800000000,9365.934000000
veg_SAC__carn_POCA,SAC,0.500000000,7940.600000000,POCA,0.800000000,9255.934000000
veg_SAC__carn_POCA,SAC,0.466666669,7489.633300000,POCA,0.933333337,9723.400000000
veg_SAC__carn_POCA,SAC,0.533333361,7851.266600000,POCA,0.800000000,9306.467000000
veg_SAC__carn_POCA,SAC,0.466666669,7304.800000000,POCA,0.533333361,8415.733000000
veg_SAC__carn_POCA,SAC,0.600000000,7898.567000000,POCA,0.666666700,8102.133300000
veg_SAC__carn_POCA,SAC,0.500000000,7373.666500000,POCA,0.866666700,9369.134000000
veg_SAC__carn_POCA,SAC,0.400000000,6748.933000000,POCA,0.600000000,8601.667000000
veg_SAC__carn_POCA,SAC,0.633333300,7979.366700000,POCA,0.800000000,9554.134000000
veg_SAC__carn_POCA,SAC,0.466666669,6935.266600000,POCA,0.666666700,9020.066000000
veg_SAC__carn_POCA,SAC,0.566666663,7098.533000000,POCA,0.266666681,5752.467000000
veg_SAC__carn_POCA,SAC,0.500000000,6871.733400000,POCA,0.866666700,9665.200000000
veg_SAC__carn_POCA,SAC,0.533333361,7813.833500000,POCA,0.533333361,8334.800000000
veg_SAC__carn_POCA,SAC,0.500000000,7122.733400000,POCA,0.866666700,9291.134000000
veg_SAC__carn_POCA,SAC,0.600000000,8117.033000000,POCA,0.800000000,9104.600000000
veg_SAC__carn_POCA,SAC,0.466666669,6551.833500000,POCA,0.400000000,7885.533000000
veg_SAC__carn_POCA,SAC,0.466666669,6510.866700000,POCA,0.666666700,8653.333000000
veg_SAC__carn_POCA,SAC,0.533333361,7724.100000000,POCA,0.933333337,9702.467000000
veg_SAC__carn_POCA,SAC,0.466666669,6214.433000000,POCA,0.800000000,9564.134000000
veg_SAC__carn_POCA,SAC,0.533333361,8224.333000000,POCA,0.933333337,9765.866000000
veg_SAC__carn_POCA,SAC,0.566666663,8166.467000000,POCA,0.733333349,9143.866000000
veg_SAC__carn_POCA,SAC,0.566666663,6953.967000000,POCA,0.600000000,8304.200000000
veg_SAC__carn_POCA,SAC,0.466666669,6320.666500000,POCA,0.600000000,8036.933000000
veg_SAC__carn_POCA,SAC,0.566666663,7616.933000000,POCA,0.733333349,8864.667000000
veg_SAC__carn_POCA,SAC,0.566666663,8087.900000000,POCA,0.600000000,8569.733000000
veg_SAC__carn_POCA,SAC,0.600000000,7866.900000000,POCA,0.600000000,8429.467000000
veg_SAC__carn_POCA,SAC,0.466666669,6831.433000000,POCA,0.733333349,9085.134000000
veg_SAC__carn_POCA,SAC,0.500000000,6891.567000000,POCA,0.866666700,9512.866000000
veg_SAC__carn_POCA,SAC,0.600000000,7897.600000000,POCA,0.800000000,9548.134000000
veg_SAC__carn_POCA,SAC,0.500000000,6922.800000000,POCA,0.533333361,7824.400000000
veg_SAC__carn_POCA,SAC,0.533333361,7916.233400000,POCA,0.800000000,9252.066000000
veg_SAC__carn_POCA,SAC,0.366666675,7333.967000000,POCA,0.600000000,8689.600000000
veg_SAC__carn_POCA,SAC,0.566666663,7333.866700000,POCA,0.533333361,8492.400000000
veg_SAC__carn_POCA,SAC,0.400000000,6827.067000000,POCA,0.600000000,8846.000000000
veg_SAC__carn_POCA,SAC,0.433333337,7034.733400000,POCA,0.933333337,9676.066000000
veg_SAC__carn_POCA,SAC,0.466666669,6842.833500000,POCA,0.666666700,8506.866000000
veg_SAC__carn_POCA,SAC,0.466666669,6945.166500000,POCA,0.333333343,7909.933000000
veg_SAC__carn_POCA,SAC,0.466666669,7505.200000000,POCA,0.666666700,8713.800000000
veg_SAC__carn_POCA,SAC,0.500000000,7454.567000000,POCA,0.733333349,9390.934000000
veg_SAC__carn_POCA,SAC,0.500000000,7323.833500000,POCA,0.666666700,9184.667000000
veg_SAC__carn_POCA,SAC,0.400000000,6483.067000000,POCA,0.866666700,9219.467000000
veg_SAC__carn_POCA,SAC,0.566666663,7394.166500000,POCA,0.733333349,9183.866000000
veg_SAC__carn_POCA,SAC,0.533333361,7186.366700000,POCA,0.400000000,7950.200000000
veg_SAC__carn_POCA,SAC,0.533333361,8120.533000000,POCA,0.800000000,9117.600000000
veg_SAC__carn_POCA,SAC,0.433333337,6413.033000000,POCA,0.533333361,8815.934000000
veg_SAC__carn_POCA,SAC,0.666666700,8066.033000000,POCA,0.666666700,8576.866000000
veg_SAC__carn_POCA,SAC,0.466666669,7079.500000000,POCA,0.800000000,9208.467000000
veg_SAC__carn_POCA,SAC,0.600000000,7639.400000000,POCA,0.666666700,9233.333000000
veg_SAC__carn_POCA,SAC,0.600000000,8049.033000000,POCA,0.733333349,8645.800000000
veg_SAC__carn_POCA,SAC,0.600000000,7282.133300000,POCA,0.666666700,8580.866000000
veg_SAC__carn_POCA,SAC,0.333333343,6332.933000000,POCA,0.733333349,8807.533000000
veg_SAC__carn_POCA,SAC,0.533333361,6857.467000000,POCA,0.400000000,7824.200000000
veg_SAC__carn_POCA,SAC,0.533333361,7026.567000000,POCA,0.400000000,8081.133300000
veg_SAC__carn_POCA,SAC,0.400000000,6517.533000000,POCA,0.800000000,9404.333000000
veg_SAC__carn_POCA,SAC,0.500000000,7297.766600000,POCA,0.866666700,9525.800000000
veg_SAC__carn_POCA,SAC,0.533333361,7409.666500000,POCA,0.733333349,9230.800000000
veg_SAC__carn_POCA,SAC,0.333333343,7211.100000000,POCA,0.666666700,8960.200000000
veg_SAC__carn_POCA,SAC,0.566666663,7216.600000000,POCA,0.600000000,7930.533000000
veg_SAC__carn_POCA,SAC,0.633333300,7951.333500000,POCA,0.733333349,9209.200000000
veg_SAC__carn_POCA,SAC,0.433333337,7117.000000000,POCA,0.800000000,9312.866000000
veg_SAC__carn_POCA,SAC,0.633333300,8354.400000000,POCA,0.866666700,9778.934000000
veg_SAC__carn_POCA,SAC,0.433333337,7163.866700000,POCA,1.000000000,10000.000000000
veg_SAC__carn_POCA,SAC,0.533333361,7052.100000000,POCA,0.466666669,7981.400000000
veg_SAC__carn_POCA,SAC,0.500000000,7083.800000000,POCA,0.466666669,6949.866700000
veg_SAC__carn_POCA,SAC,0.666666700,8276.533000000,POCA,0.866666700,9656.467000000
veg_SAC__carn_POCA,SAC,0.566666663,7795.233400000,POCA,0.800000000,9324.066000000
veg_SAC__carn_POCA,SAC,0.500000000,7191.833500000,POCA,0.800000000,9608.667000000
veg_SAC__carn_POCA,SAC,0.566666663,7926.500000000,POCA,0.666666700,8971.733000000
veg_SAC__carn_POCA,SAC,0.633333300,8508.000000000,POCA,0.800000000,9496.934000000
veg_SAC__carn_POCA,SAC,0.400000000,6612.900000000,POCA,0.733333349,9071.200000000
veg_SAC__carn_POCA,SAC,0.600000000,7689.400000000,POCA,0.866666700,9589.333000000
veg_SAC__carn_POCA,SAC,0.466666669,7828.200000000,POCA,0.800000000,9066.934000000
veg_SAC__carn_POCA,SAC,0.600000000,7857.567000000,POCA,0.933333337,9907.600000000
veg_SAC__carn_POCA,SAC,0.600000000,7546.866700000,POCA,0.533333361,8375.934000000
veg_SAC__carn_POCA,SAC,0.700000000,8527.667000000,POCA,0.666666700,8829.467000000
veg_SAC__carn_POCA,SAC,0.633333300,7632.200000000,POCA,0.600000000,7799.400000000
veg_SAC__carn_POCA,SAC,0.600000000,7530.866700000,POCA,0.533333361,8040.800000000
veg_SAC__carn_POCA,SAC,0.600000000,8142.366700000,POCA,0.866666700,9423.533000000
veg_SAC__carn_POCA,SAC,0.300000000,6040.933000000,POCA,0.733333349,8802.600000000
veg_SAC__carn_POCA,SAC,0.466666669,7205.200000000,POCA,0.466666669,8146.067000000
veg_SAC__carn_PPO,SAC,0.000000000,2076.733400000,PPO,0.800000000,8954.467000000
veg_SAC__carn_PPO,SAC,0.000000000,2250.600000000,PPO,0.733333349,8908.134000000
veg_SAC__carn_PPO,SAC,0.000000000,1904.300000000,PPO,1.000000000,10000.000000000
veg_SAC__carn_PPO,SAC,0.000000000,1779.500000000,PPO,0.600000000,8699.333000000
veg_SAC__carn_PPO,SAC,0.000000000,1606.866700000,PPO,0.933333337,9605.934000000
veg_SAC__carn_PPO,SAC,0.000000000,2413.266600000,PPO,0.666666700,9855.733000000
veg_SAC__carn_PPO,SAC,0.000000000,1959.066650000,PPO,0.866666700,9210.733000000
veg_SAC__carn_PPO,SAC,0.000000000,2071.000000000,PPO,0.933333337,9786.333000000
veg_SAC__carn_PPO,SAC,0.000000000,2349.133300000,PPO,0.800000000,9283.533000000
veg_SAC__carn_PPO,SAC,0.000000000,2138.800000000,PPO,0.733333349,8836.400000000
veg_SAC__carn_PPO,SAC,0.033333335,2032.266720000,PPO,0.400000000,7418.400000000
veg_SAC__carn_PPO,SAC,0.000000000,2287.066650000,PPO,0.800000000,9075.267000000
veg_SAC__carn_PPO,SAC,0.000000000,2208.633300000,PPO,0.666666700,8323.134000000
veg_SAC__carn_PPO,SAC,0.000000000,1996.533330000,PPO,0.933333337,9930.533000000
veg_SAC__carn_PPO,SAC,0.000000000,2715.966550000,PPO,0.400000000,7712.800000000
veg_SAC__carn_PPO,SAC,0.000000000,2004.933350000,PPO,0.800000000,9278.733000000
veg_SAC__carn_PPO,SAC,0.000000000,1758.000000000,PPO,0.533333361,8043.266600000
veg_SAC__carn_PPO,SAC,0.000000000,2129.933350000,PPO,0.733333349,9561.200000000
veg_SAC__carn_PPO,SAC,0.000000000,1936.900000000,PPO,0.666666700,8520.934000000
veg_SAC__carn_PPO,SAC,0.000000000,2007.066650000,PPO,0.600000000,8349.600000000
veg_SAC__carn_PPO,SAC,0.000000000,2209.466550000,PPO,0.733333349,9162.000000000
veg_SAC__carn_PPO,SAC,0.033333335,2832.233400000,PPO,0.333333343,6282.600000000
veg_SAC__carn_PPO,SAC,0.000000000,2237.700000000,PPO,0.800000000,9480.667000000
veg_SAC__carn_PPO,SAC,0.000000000,1679.033330000,PPO,0.933333337,9746.600000000
veg_SAC__carn_PPO,SAC,0.000000000,1585.800000000,PPO,1.000000000,10000.000000000
veg_SAC__carn_PPO,SAC,0.000000000,2064.133300000,PPO,0.733333349,8546.800000000
veg_SAC__carn_PPO,SAC,0.033333335,2192.066650000,PPO,0.800000000,9137.600000000
veg_SAC__carn_PPO,SAC,0.033333335,2198.800000000,PPO,0.600000000,8257.733000000
veg_SAC__carn_PPO,SAC,0.000000000,2528.633300000,PPO,0.600000000,8653.400000000
veg_SAC__carn_PPO,SAC,0.000000000,1858.933350000,PPO,0.800000000,9419.800000000
veg_SAC__carn_PPO,SAC,0.033333335,2012.166630000,PPO,0.866666700,9291.866000000
veg_SAC__carn_PPO,SAC,0.000000000,1867.733280000,PPO,0.933333337,9784.667000000
veg_SAC__carn_PPO,SAC,0.000000000,2386.133300000,PPO,0.533333361,7520.666500000
veg_SAC__carn_PPO,SAC,0.000000000,1974.200000000,PPO,0.733333349,8405.200000000
veg_SAC__carn_PPO,SAC,0.000000000,1941.433350000,PPO,0.800000000,9217.000000000
veg_SAC__carn_PPO,SAC,0.000000000,2333.133300000,PPO,0.733333349,8640.200000000
veg_SAC__carn_PPO,SAC,0.033333335,2152.066650000,PPO,0.933333337,9998.134000000
veg_SAC__carn_PPO,SAC,0.000000000,1489.833370000,PPO,0.666666700,9410.400000000
veg_SAC__carn_PPO,SAC,0.000000000,1681.966670000,PPO,0.333333343,7256.866700000
veg_SAC__carn_PPO,SAC,0.000000000,1939.333370000,PPO,0.933333337,9683.600000000
veg_SAC__carn_PPO,SAC,0.000000000,2145.533450000,PPO,0.933333337,9912.467000000
veg_SAC__carn_PPO,SAC,0.000000000,2257.866700000,PPO,0.600000000,8040.133300000
veg_SAC__carn_PPO,SAC,0.000000000,2528.166750000,PPO,0.466666669,7056.067000000
veg_SAC__carn_PPO,SAC,0.000000000,2195.000000000,PPO,0.933333337,9493.267000000
veg_SAC__carn_PPO,SAC,0.000000000,1334.033330000,PPO,0.800000000,9099.267000000
veg_SAC__carn_PPO,SAC,0.000000000,1787.000000000,PPO,0.333333343,6851.933000000
veg_SAC__carn_PPO,SAC,0.000000000,1081.866700000,PPO,0.600000000,8528.400000000
veg_SAC__carn_PPO,SAC,0.000000000,1761.266720000,PPO,0.600000000,8000.866700000
veg_SAC__carn_PPO,SAC,0.000000000,1718.366700000,PPO,0.866666700,9780.533000000
veg_SAC__carn_PPO,SAC,0.000000000,2424.900000000,PPO,0.400000000,7631.467000000
veg_SAC__carn_PPO,SAC,0.000000000,2277.900000000,PPO,0.933333337,9682.267000000
veg_SAC__carn_PPO,SAC,0.000000000,1754.033330000,PPO,0.866666700,9135.333000000
veg_SAC__carn_PPO,SAC,0.000000000,2347.233400000,PPO,0.800000000,8845.800000000
veg_SAC__carn_PPO,SAC,0.000000000,2161.600000000,PPO,0.800000000,8784.200000000
veg_SAC__carn_PPO,SAC,0.000000000,1798.266720000,PPO,0.933333337,9953.934000000
veg_SAC__carn_PPO,SAC,0.000000000,1970.133300000,PPO,0.733333349,8616.800000000
veg_SAC__carn_PPO,SAC,0.000000000,1916.533330000,PPO,0.933333337,9924.267000000
veg_SAC__carn_PPO,SAC,0.000000000,2016.466670000,PPO,0.866666700,9346.600000000
veg_SAC__carn_PPO,SAC,0.000000000,1656.966670000,PPO,0.933333337,9737.866000000
veg_SAC__carn_PPO,SAC,0.000000000,2199.600000000,PPO,0.866666700,9720.800000000
veg_SAC__carn_PPO,SAC,0.000000000,1965.066650000,PPO,0.800000000,9733.066000000
veg_SAC__carn_PPO,SAC,0.000000000,1628.600000000,PPO,0.866666700,9752.134000000
veg_SAC__carn_PPO,SAC,0.000000000,1947.000000000,PPO,0.933333337,9659.333000000
veg_SAC__carn_PPO,SAC,0.000000000,2103.566650000,PPO,0.800000000,9198.267000000
veg_SAC__carn_PPO,SAC,0.000000000,1796.733280000,PPO,0.600000000,8740.000000000
veg_SAC__carn_PPO,SAC,0.000000000,2473.633300000,PPO,0.800000000,9302.066000000
veg_SAC__carn_PPO,SAC,0.000000000,1771.800000000,PPO,0.866666700,9521.800000000
veg_SAC__carn_PPO,SAC,0.000000000,2284.600000000,PPO,1.000000000,10000.000000000
veg_SAC__carn_PPO,SAC,0.000000000,1897.600000000,PPO,0.666666700,8097.400000000
veg_SAC__carn_PPO,SAC,0.000000000,2107.866700000,PPO,0.800000000,9135.134000000
veg_SAC__carn_PPO,SAC,0.000000000,1777.800000000,PPO,0.866666700,9596.134000000
veg_SAC__carn_PPO,SAC,0.000000000,2242.533450000,PPO,0.733333349,8710.333000000
veg_SAC__carn_PPO,SAC,0.000000000,2061.900000000,PPO,0.933333337,9921.134000000
veg_SAC__carn_PPO,SAC,0.000000000,2606.233400000,PPO,0.600000000,8175.067000000
veg_SAC__carn_PPO,SAC,0.033333335,2515.700000000,PPO,0.666666700,8438.866000000
veg_SAC__carn_PPO,SAC,0.000000000,2133.733400000,PPO,0.733333349,9040.400000000
veg_SAC__carn_PPO,SAC,0.000000000,1909.300000000,PPO,0.866666700,9021.934000000
veg_SAC__carn_PPO,SAC,0.000000000,1706.133300000,PPO,0.933333337,9851.467000000
veg_SAC__carn_PPO,SAC,0.000000000,1807.933350000,PPO,0.666666700,9507.267000000
veg_SAC__carn_PPO,SAC,0.000000000,1975.066650000,PPO,0.866666700,9718.333000000
veg_SAC__carn_PPO,SAC,0.033333335,2645.700000000,PPO,0.600000000,8322.667000000
veg_SAC__carn_PPO,SAC,0.000000000,1870.133300000,PPO,0.600000000,7964.800000000
veg_SAC__carn_PPO,SAC,0.000000000,2048.100000000,PPO,0.933333337,9699.267000000
veg_SAC__carn_PPO,SAC,0.000000000,2073.233400000,PPO,0.866666700,9733.333000000
veg_SAC__carn_PPO,SAC,0.000000000,2772.366700000,PPO,0.666666700,7847.000000000
veg_SAC__carn_PPO,SAC,0.000000000,2107.233400000,PPO,0.866666700,9745.333000000
veg_SAC__carn_PPO,SAC,0.000000000,2387.633300000,PPO,1.000000000,10000.000000000
veg_SAC__carn_PPO,SAC,0.000000000,1995.566650000,PPO,0.800000000,8898.000000000
veg_SAC__carn_PPO,SAC,0.000000000,1660.766720000,PPO,0.533333361,7658.600000000
veg_SAC__carn_PPO,SAC,0.000000000,1685.833370000,PPO,0.866666700,9317.333000000
veg_SAC__carn_PPO,SAC,0.033333335,2151.900000000,PPO,0.600000000,8982.667000000
veg_SAC__carn_PPO,SAC,0.000000000,1988.200000000,PPO,0.800000000,8959.333000000
veg_SAC__carn_PPO,SAC,0.000000000,2393.733400000,PPO,0.800000000,9416.000000000
veg_SAC__carn_PPO,SAC,0.000000000,2010.300000000,PPO,0.800000000,8707.267000000
veg_SAC__carn_PPO,SAC,0.000000000,1986.300000000,PPO,0.800000000,9013.533000000
veg_SAC__carn_PPO,SAC,0.000000000,1732.333370000,PPO,1.000000000,10000.000000000
veg_SAC__carn_PPO,SAC,0.033333335,1981.966670000,PPO,0.533333361,8079.200000000
veg_SAC__carn_PPO,SAC,0.000000000,1920.633300000,PPO,0.800000000,8790.066000000
veg_SAC__carn_PPO,SAC,0.000000000,1695.600000000,PPO,0.866666700,9359.934000000
veg_SAC__carn_PPO,SAC,0.000000000,1734.500000000,PPO,0.666666700,8179.333500000
veg_SAC__carn_SAC,SAC,0.733333349,8679.066000000,SAC,0.333333343,6330.133300000
veg_SAC__carn_SAC,SAC,0.633333300,8369.233000000,SAC,0.133333340,7616.600000000
veg_SAC__carn_SAC,SAC,0.800000000,8748.600000000,SAC,0.533333361,7860.333500000
veg_SAC__carn_SAC,SAC,0.733333349,8487.667000000,SAC,0.266666681,7064.000000000
veg_SAC__carn_SAC,SAC,0.700000000,7994.400000000,SAC,0.466666669,7528.933000000
veg_SAC__carn_SAC,SAC,0.800000000,8908.467000000,SAC,0.400000000,7329.067000000
veg_SAC__carn_SAC,SAC,0.500000000,7441.133300000,SAC,0.533333361,8148.133300000
veg_SAC__carn_SAC,SAC,0.700000000,8529.733000000,SAC,0.466666669,8243.533000000
veg_SAC__carn_SAC,SAC,0.633333300,7484.833500000,SAC,0.066666670,5734.333500000
veg_SAC__carn_SAC,SAC,0.900000000,9213.500000000,SAC,0.200000000,7098.733400000
veg_SAC__carn_SAC,SAC,0.800000000,8847.400000000,SAC,0.333333343,7901.467000000
veg_SAC__carn_SAC,SAC,0.533333361,7774.067000000,SAC,0.266666681,7417.000000000
veg_SAC__carn_SAC,SAC,0.666666700,8395.366000000,SAC,0.333333343,7505.133300000
veg_SAC__carn_SAC,SAC,0.900000000,9436.066000000,SAC,0.200000000,6567.133300000
veg_SAC__carn_SAC,SAC,0.766666651,8552.366000000,SAC,0.066666670,6165.200000000
veg_SAC__carn_SAC,SAC,0.766666651,8377.167000000,SAC,0.266666681,5884.067000000
veg_SAC__carn_SAC,SAC,0.800000000,8412.366000000,SAC,0.200000000,6344.200000000
veg_SAC__carn_SAC,SAC,0.766666651,8411.500000000,SAC,0.133333340,6204.333500000
veg_SAC__carn_SAC,SAC,0.800000000,8797.333000000,SAC,0.200000000,6378.666500000
veg_SAC__carn_SAC,SAC,0.500000000,7071.766600000,SAC,0.533333361,8693.267000000
veg_SAC__carn_SAC,SAC,0.600000000,7630.733400000,SAC,0.400000000,8072.800000000
veg_SAC__carn_SAC,SAC,0.500000000,6817.900000000,SAC,0.200000000,7092.133300000
veg_SAC__carn_SAC,SAC,0.633333300,7906.666500000,SAC,0.133333340,6032.133300000
veg_SAC__carn_SAC,SAC,0.833333300,9047.167000000,SAC,0.133333340,6250.266600000
veg_SAC__carn_SAC,SAC,0.733333349,8663.167000000,SAC,0.266666681,6687.200000000
veg_SAC__carn_SAC,SAC,0.766666651,7927.266600000,SAC,0.000000000,2111.800000000
veg_SAC__carn_SAC,SAC,0.900000000,9572.967000000,SAC,0.066666670,4593.866700000
veg_SAC__carn_SAC,SAC,0.700000000,8350.134000000,SAC,0.333333343,7664.866700000
veg_SAC__carn_SAC,SAC,0.500000000,6981.833500000,SAC,0.066666670,6308.666500000
veg_SAC__carn_SAC,SAC,0.866666700,9156.267000000,SAC,0.000000000,2129.000000000
veg_SAC__carn_SAC,SAC,0.700000000,8075.933000000,SAC,0.400000000,7667.067000000
veg_SAC__carn_SAC,SAC,0.633333300,8452.600000000,SAC,0.200000000,6050.666500000
veg_SAC__carn_SAC,SAC,0.733333349,8158.733400000,SAC,0.200000000,6583.666500000
veg_SAC__carn_SAC,SAC,0.733333349,7831.266600000,SAC,0.000000000,2332.866700000
veg_SAC__carn_SAC,SAC,0.700000000,8174.666500000,SAC,0.333333343,6529.400000000
veg_SAC__carn_SAC,SAC,0.800000000,8668.267000000,SAC,0.266666681,7683.067000000
veg_SAC__carn_SAC,SAC,0.600000000,7562.633300000,SAC,0.066666670,6278.333500000
veg_SAC__carn_SAC,SAC,0.700000000,7409.600000000,SAC,0.000000000,2828.866700000
veg_SAC__carn_SAC,SAC,0.733333349,8202.767000000,SAC,0.266666681,7201.000000000
veg_SAC__carn_SAC,SAC,0.700000000,8227.667000000,SAC,0.333333343,7099.333500000
veg_SAC__carn_SAC,SAC,0.633333300,7853.700000000,SAC,0.200000000,6769.333500000
veg_SAC__carn_SAC,SAC,0.866666700,8911.400000000,SAC,0.000000000,2682.733400000
veg_SAC__carn_SAC,SAC,0.866666700,9031.300000000,SAC,0.266666681,7186.133300000
veg_SAC__carn_SAC,SAC,0.766666651,8700.467000000,SAC,0.000000000,5814.266600000
veg_SAC__carn_SAC,SAC,0.533333361,7011.800000000,SAC,0.533333361,7883.200000000
veg_SAC__carn_SAC,SAC,0.933333337,9423.700000000,SAC,0.000000000,2731.800000000
veg_SAC__carn_SAC,SAC,0.600000000,8124.166500000,SAC,0.200000000,6894.600000000
veg_SAC__carn_SAC,SAC,0.700000000,8239.233000000,SAC,0.200000000,7695.733400000
veg_SAC__carn_SAC,SAC,0.700000000,8199.000000000,SAC,0.133333340,4870.600000000
veg_SAC__carn_SAC,SAC,0.833333300,8752.700000000,SAC,0.000000000,2947.600000000
veg_SAC__carn_SAC,SAC,0.633333300,8376.800000000,SAC,0.400000000,6967.933000000
veg_SAC__carn_SAC,SAC,0.700000000,8410.134000000,SAC,0.333333343,7629.266600000
veg_SAC__carn_SAC,SAC,0.666666700,7999.400000000,SAC,0.200000000,6427.533000000
veg_SAC__carn_SAC,SAC,0.866666700,8926.066000000,SAC,0.000000000,2868.200000000
veg_SAC__carn_SAC,SAC,0.733333349,8873.667000000,SAC,0.400000000,7021.266600000
veg_SAC__carn_SAC,SAC,0.600000000,7870.933000000,SAC,0.133333340,6446.933000000
veg_SAC__carn_SAC,SAC,0.766666651,8387.066000000,SAC,0.266666681,6417.467000000
veg_SAC__carn_SAC,SAC,0.800000000,8470.100000000,SAC,0.000000000,3070.200000000
